transaction_id,flight_id,transaction_time,scheduled_departure_time,departure_delay_minutes,is_international,destination_region,traveler_type,income_segment,product_category,product_name,unit_price_usd,quantity,total_amount_usd
968,484,2025-09-24 09:45:00,2025-09-24 11:00:00,80,False,Europe,Business,High,Fragrance,Le Gemme Tygar,260,2,520
420,212,2025-09-14 08:07:00,2025-09-14 10:00:00,60,False,Domestic,Business,High,Fragrance,Le Gemme Tygar,260,1,260
422,213,2025-09-24 14:18:00,2025-09-24 15:00:00,36,True,Domestic,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
104,54,2025-09-13 13:21:00,2025-09-13 16:00:00,53,False,Asia,Business,Ultra High,Leather,Bulgari Tote,1800,2,3600
852,422,2025-09-29 14:19:00,2025-09-29 15:00:00,28,True,Middle East,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,1,260
254,130,2025-09-11 09:54:00,2025-09-11 11:00:00,17,True,Domestic,Leisure,High,Leather,Serpenti Forever Bag,2100,2,4200
227,115,2025-09-26 20:35:00,2025-09-26 22:00:00,10,True,Middle East,Business,High,Fragrance,Omnia Crystalline,180,2,360
112,57,2025-09-04 12:16:00,2025-09-04 14:00:00,28,False,Domestic,Business,High,Leather,Serpenti Forever Bag,2100,2,4200
510,253,2025-09-19 09:54:00,2025-09-19 12:00:00,38,True,Middle East,Business,Ultra High,Leather,Bulgari Tote,1800,2,3600
473,237,2025-09-15 06:26:00,2025-09-15 08:00:00,1,True,Europe,Leisure,High,Leather,Bulgari Tote,1800,2,3600
99,50,2025-09-27 10:55:00,2025-09-27 13:00:00,73,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,1,180
153,75,2025-09-27 10:16:00,2025-09-27 12:00:00,100,False,Europe,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
861,427,2025-09-24 10:20:00,2025-09-24 12:00:00,49,False,Domestic,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
914,451,2025-09-24 05:19:00,2025-09-24 06:00:00,14,True,Domestic,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,2,3600
896,442,2025-09-01 05:42:00,2025-09-01 07:00:00,28,True,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
878,435,2025-09-09 16:04:00,2025-09-09 18:00:00,63,True,Asia,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
338,170,2025-09-18 04:22:00,2025-09-18 07:00:00,79,True,Europe,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,2,360
706,346,2025-09-22 03:04:00,2025-09-22 06:00:00,90,True,Asia,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
822,406,2025-09-17 14:11:00,2025-09-17 17:00:00,58,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,2,520
163,81,2025-09-16 04:44:00,2025-09-16 06:00:00,84,True,Middle East,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
720,353,2025-09-21 10:57:00,2025-09-21 12:00:00,71,True,Europe,Leisure,High,Leather,Bulgari Tote,1800,2,3600
957,478,2025-09-04 10:44:00,2025-09-04 12:00:00,47,True,Asia,Business,Ultra High,Fragrance,Omnia Crystalline,180,2,360
681,334,2025-09-15 19:15:00,2025-09-15 20:00:00,80,True,Middle East,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
996,497,2025-09-30 11:50:00,2025-09-30 14:00:00,84,True,Domestic,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
161,80,2025-09-18 20:56:00,2025-09-18 22:00:00,30,False,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
580,287,2025-09-26 13:57:00,2025-09-26 16:00:00,75,True,Domestic,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
801,396,2025-09-03 09:40:00,2025-09-03 11:00:00,20,True,Asia,Business,High,Fragrance,Omnia Crystalline,180,1,180
398,202,2025-09-26 05:43:00,2025-09-26 07:00:00,90,False,Asia,Business,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
277,140,2025-09-12 17:24:00,2025-09-12 18:00:00,66,False,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
816,403,2025-09-26 08:29:00,2025-09-26 09:00:00,113,True,Europe,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
916,452,2025-09-28 15:26:00,2025-09-28 18:00:00,45,True,Asia,Leisure,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
504,251,2025-09-29 04:12:00,2025-09-29 07:00:00,30,True,Asia,Leisure,High,Leather,Serpenti Forever Bag,2100,2,4200
896,442,2025-09-01 05:42:00,2025-09-01 07:00:00,28,True,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
392,200,2025-09-18 06:06:00,2025-09-18 08:00:00,48,True,Middle East,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
135,66,2025-09-09 16:14:00,2025-09-09 19:00:00,62,True,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
195,97,2025-09-07 19:33:00,2025-09-07 21:00:00,53,True,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
401,204,2025-09-22 11:56:00,2025-09-22 13:00:00,3,True,Middle East,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
640,315,2025-09-08 10:14:00,2025-09-08 12:00:00,1,False,Asia,Luxury Shopper,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
33,16,2025-09-25 12:04:00,2025-09-25 15:00:00,42,False,Middle East,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
688,337,2025-09-11 04:43:00,2025-09-11 07:00:00,83,True,Domestic,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
460,230,2025-09-21 07:23:00,2025-09-21 09:00:00,58,True,Middle East,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
955,478,2025-09-04 09:27:00,2025-09-04 12:00:00,47,False,Europe,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
883,437,2025-09-06 09:10:00,2025-09-06 10:00:00,116,True,Asia,Business,High,Jewelry,Serpenti Ring,6800,1,6800
470,236,2025-09-19 16:55:00,2025-09-19 18:00:00,58,False,Europe,Business,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
375,192,2025-09-11 16:03:00,2025-09-11 17:00:00,45,True,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
22,10,2025-09-29 11:14:00,2025-09-29 14:00:00,119,True,Domestic,Business,High,Leather,Bulgari Tote,1800,2,3600
750,368,2025-09-11 08:25:00,2025-09-11 10:00:00,46,True,Middle East,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
670,331,2025-09-11 20:23:00,2025-09-11 22:00:00,47,True,Domestic,Leisure,High,Leather,Bulgari Tote,1800,1,1800
38,18,2025-09-24 04:53:00,2025-09-24 06:00:00,112,False,Europe,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,2,4200
230,117,2025-09-22 16:48:00,2025-09-22 18:00:00,101,True,Asia,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
365,186,2025-09-12 16:09:00,2025-09-12 19:00:00,25,True,Asia,Business,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
563,279,2025-09-17 17:26:00,2025-09-17 20:00:00,78,True,Middle East,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
438,219,2025-09-06 18:20:00,2025-09-06 19:00:00,8,False,Europe,Luxury Shopper,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
776,382,2025-09-05 09:16:00,2025-09-05 10:00:00,96,True,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
283,143,2025-09-21 08:39:00,2025-09-21 10:00:00,51,True,Asia,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
27,13,2025-09-19 07:53:00,2025-09-19 10:00:00,97,True,Europe,Business,Ultra High,Watch,Serpenti Watch,14500,1,14500
226,114,2025-09-07 20:03:00,2025-09-07 21:00:00,41,True,Domestic,Leisure,High,Watch,Serpenti Watch,14500,1,14500
277,140,2025-09-12 17:24:00,2025-09-12 18:00:00,66,False,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
798,395,2025-09-25 08:32:00,2025-09-25 11:00:00,42,True,Asia,Leisure,High,Leather,Serpenti Forever Bag,2100,2,4200
609,300,2025-09-02 15:33:00,2025-09-02 17:00:00,98,False,Europe,Business,High,Watch,Octo Finissimo,12800,1,12800
284,143,2025-09-21 08:49:00,2025-09-21 10:00:00,51,False,Middle East,Luxury Shopper,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
879,436,2025-09-02 19:32:00,2025-09-02 21:00:00,90,False,Europe,Business,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
960,479,2025-09-21 14:02:00,2025-09-21 15:00:00,15,False,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
481,240,2025-09-11 05:26:00,2025-09-11 06:00:00,24,False,Europe,Business,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
453,226,2025-09-04 19:57:00,2025-09-04 22:00:00,86,False,Middle East,Leisure,High,Watch,Octo Finissimo,12800,1,12800
829,409,2025-09-18 09:22:00,2025-09-18 11:00:00,58,True,Europe,Leisure,High,Watch,Serpenti Watch,14500,1,14500
816,403,2025-09-26 08:29:00,2025-09-26 09:00:00,113,True,Europe,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
659,325,2025-09-29 18:56:00,2025-09-29 20:00:00,39,False,Europe,Luxury Shopper,High,Fragrance,Omnia Crystalline,180,1,180
516,256,2025-09-03 14:44:00,2025-09-03 17:00:00,7,True,Europe,Leisure,High,Fragrance,Omnia Crystalline,180,2,360
547,273,2025-09-02 10:03:00,2025-09-02 11:00:00,16,True,Asia,Luxury Shopper,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
192,95,2025-09-05 19:09:00,2025-09-05 20:00:00,56,False,Domestic,Business,High,Watch,Octo Finissimo,12800,1,12800
49,22,2025-09-01 11:33:00,2025-09-01 13:00:00,102,True,Asia,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,2,4200
512,254,2025-09-30 11:02:00,2025-09-30 12:00:00,90,True,Europe,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
17,8,2025-09-13 08:28:00,2025-09-13 10:00:00,119,False,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
172,85,2025-09-28 04:29:00,2025-09-28 06:00:00,30,True,Domestic,Luxury Shopper,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
220,112,2025-09-04 04:51:00,2025-09-04 06:00:00,32,False,Asia,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
158,78,2025-09-17 17:37:00,2025-09-17 19:00:00,19,True,Domestic,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,2,3600
477,239,2025-09-05 17:11:00,2025-09-05 19:00:00,47,True,Middle East,Business,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
46,21,2025-09-24 15:52:00,2025-09-24 18:00:00,76,True,Domestic,Business,High,Leather,Bulgari Tote,1800,2,3600
373,191,2025-09-03 18:07:00,2025-09-03 20:00:00,40,False,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
518,257,2025-09-05 10:27:00,2025-09-05 12:00:00,100,False,Europe,Luxury Shopper,High,Jewelry,Serpenti Ring,6800,1,6800
99,50,2025-09-27 10:55:00,2025-09-27 13:00:00,73,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,1,180
892,441,2025-09-19 13:06:00,2025-09-19 15:00:00,105,False,Asia,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,1,2100
745,366,2025-09-02 17:53:00,2025-09-02 20:00:00,49,True,Europe,Business,High,Fragrance,Le Gemme Tygar,260,1,260
37,18,2025-09-24 03:06:00,2025-09-24 06:00:00,112,True,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
280,141,2025-09-11 15:05:00,2025-09-11 17:00:00,30,False,Asia,Business,High,Leather,Serpenti Forever Bag,2100,2,4200
349,177,2025-09-03 18:52:00,2025-09-03 21:00:00,7,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
497,249,2025-09-26 03:41:00,2025-09-26 06:00:00,92,True,Asia,Business,High,Jewelry,Serpenti Ring,6800,1,6800
302,154,2025-09-21 19:07:00,2025-09-21 22:00:00,60,False,Domestic,Luxury Shopper,High,Fragrance,Omnia Crystalline,180,2,360
181,89,2025-09-22 12:23:00,2025-09-22 14:00:00,82,True,Asia,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,1,260
607,299,2025-09-15 13:13:00,2025-09-15 15:00:00,9,False,Europe,Business,High,Leather,Serpenti Forever Bag,2100,1,2100
99,50,2025-09-27 10:55:00,2025-09-27 13:00:00,73,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,1,180
700,343,2025-09-22 12:35:00,2025-09-22 14:00:00,0,True,Europe,Leisure,High,Fragrance,Le Gemme Tygar,260,2,520
993,496,2025-09-28 04:28:00,2025-09-28 07:00:00,5,False,Asia,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
116,59,2025-09-08 12:26:00,2025-09-08 13:00:00,54,True,Middle East,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,2,360
191,95,2025-09-05 18:17:00,2025-09-05 20:00:00,56,True,Domestic,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
253,129,2025-09-22 15:22:00,2025-09-22 17:00:00,33,True,Domestic,Luxury Shopper,High,Leather,Bulgari Tote,1800,2,3600
981,490,2025-09-22 14:29:00,2025-09-22 15:00:00,44,False,Europe,Leisure,High,Jewelry,B.Zero1 Necklace,5200,1,5200
928,459,2025-09-10 14:05:00,2025-09-10 17:00:00,115,True,Asia,Business,Ultra High,Leather,Bulgari Tote,1800,2,3600
983,491,2025-09-22 17:57:00,2025-09-22 19:00:00,76,False,Asia,Leisure,High,Fragrance,Omnia Crystalline,180,2,360
161,80,2025-09-18 20:56:00,2025-09-18 22:00:00,30,False,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
256,131,2025-09-17 06:07:00,2025-09-17 07:00:00,99,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
323,164,2025-09-08 15:24:00,2025-09-08 18:00:00,5,True,Domestic,Leisure,High,Leather,Bulgari Tote,1800,2,3600
128,63,2025-09-26 03:42:00,2025-09-26 06:00:00,6,True,Europe,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
18,8,2025-09-13 07:08:00,2025-09-13 10:00:00,119,False,Asia,Business,High,Watch,Octo Finissimo,12800,1,12800
793,392,2025-09-14 10:51:00,2025-09-14 13:00:00,33,True,Asia,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,1,2100
1002,500,2025-09-30 11:33:00,2025-09-30 14:00:00,115,True,Asia,Luxury Shopper,Ultra High,Watch,Serpenti Watch,14500,1,14500
735,362,2025-09-13 18:10:00,2025-09-13 20:00:00,22,False,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
566,280,2025-09-27 09:26:00,2025-09-27 11:00:00,48,True,Asia,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
570,282,2025-09-14 19:07:00,2025-09-14 22:00:00,16,True,Europe,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
323,164,2025-09-08 15:24:00,2025-09-08 18:00:00,5,True,Domestic,Leisure,High,Leather,Bulgari Tote,1800,2,3600
872,432,2025-09-25 19:13:00,2025-09-25 22:00:00,103,True,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
686,336,2025-09-13 05:02:00,2025-09-13 08:00:00,104,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
792,392,2025-09-14 12:19:00,2025-09-14 13:00:00,33,False,Middle East,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
626,308,2025-09-15 07:13:00,2025-09-15 09:00:00,114,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
288,146,2025-09-19 17:22:00,2025-09-19 20:00:00,11,True,Asia,Business,Ultra High,Leather,Bulgari Tote,1800,1,1800
943,468,2025-09-28 04:01:00,2025-09-28 07:00:00,47,False,Domestic,Business,High,Fragrance,Omnia Crystalline,180,1,180
854,424,2025-09-19 17:05:00,2025-09-19 19:00:00,60,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,2,3600
663,327,2025-09-03 09:02:00,2025-09-03 10:00:00,94,False,Europe,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
962,481,2025-09-15 18:58:00,2025-09-15 20:00:00,68,False,Europe,Leisure,High,Leather,Bulgari Tote,1800,2,3600
639,315,2025-09-08 11:26:00,2025-09-08 12:00:00,1,True,Domestic,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
155,76,2025-09-04 14:53:00,2025-09-04 17:00:00,1,True,Domestic,Business,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
490,244,2025-09-23 16:51:00,2025-09-23 19:00:00,56,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
386,196,2025-09-17 16:27:00,2025-09-17 19:00:00,35,True,Middle East,Leisure,Ultra High,Watch,Octo Finissimo,12800,1,12800
986,493,2025-09-03 10:38:00,2025-09-03 12:00:00,79,True,Europe,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
785,387,2025-09-06 05:52:00,2025-09-06 08:00:00,51,False,Domestic,Leisure,High,Leather,Bulgari Tote,1800,2,3600
104,54,2025-09-13 13:21:00,2025-09-13 16:00:00,53,False,Asia,Business,Ultra High,Leather,Bulgari Tote,1800,2,3600
929,459,2025-09-10 14:26:00,2025-09-10 17:00:00,115,True,Europe,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
393,201,2025-09-23 13:53:00,2025-09-23 16:00:00,23,False,Europe,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
811,401,2025-09-24 16:13:00,2025-09-24 19:00:00,46,True,Middle East,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
246,125,2025-09-14 05:04:00,2025-09-14 06:00:00,5,False,Europe,Leisure,High,Watch,Serpenti Watch,14500,1,14500
176,87,2025-09-13 04:27:00,2025-09-13 07:00:00,34,True,Middle East,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
39,18,2025-09-24 05:01:00,2025-09-24 06:00:00,112,True,Domestic,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
477,239,2025-09-05 17:11:00,2025-09-05 19:00:00,47,True,Middle East,Business,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
682,335,2025-09-29 04:19:00,2025-09-29 07:00:00,72,True,Asia,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,1,1800
759,372,2025-09-23 14:28:00,2025-09-23 16:00:00,111,True,Asia,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
538,269,2025-09-12 08:03:00,2025-09-12 09:00:00,114,True,Europe,Business,High,Watch,Serpenti Watch,14500,1,14500
867,430,2025-09-28 18:37:00,2025-09-28 20:00:00,94,True,Asia,Leisure,High,Watch,Octo Finissimo,12800,1,12800
818,404,2025-09-09 10:41:00,2025-09-09 13:00:00,78,True,Asia,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
921,455,2025-09-21 17:59:00,2025-09-21 19:00:00,76,False,Europe,Business,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
408,207,2025-09-18 09:52:00,2025-09-18 11:00:00,9,True,Asia,Business,High,Jewelry,B.Zero1 Necklace,5200,1,5200
525,262,2025-09-21 11:12:00,2025-09-21 13:00:00,59,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,2,360
828,408,2025-09-14 14:46:00,2025-09-14 17:00:00,45,True,Europe,Business,High,Leather,Bulgari Tote,1800,2,3600
506,252,2025-09-23 11:49:00,2025-09-23 14:00:00,7,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
903,445,2025-09-22 09:07:00,2025-09-22 12:00:00,94,True,Europe,Luxury Shopper,High,Jewelry,Serpenti Ring,6800,1,6800
825,407,2025-09-24 06:08:00,2025-09-24 09:00:00,71,True,Europe,Business,High,Fragrance,Le Gemme Tygar,260,1,260
36,17,2025-09-27 06:23:00,2025-09-27 08:00:00,113,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
685,336,2025-09-13 07:01:00,2025-09-13 08:00:00,104,False,Europe,Luxury Shopper,Ultra High,Watch,Octo Finissimo,12800,1,12800
20,9,2025-09-08 11:01:00,2025-09-08 12:00:00,80,False,Asia,Business,High,Watch,Serpenti Watch,14500,1,14500
321,163,2025-09-05 05:45:00,2025-09-05 08:00:00,28,False,Asia,Business,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
776,382,2025-09-05 09:16:00,2025-09-05 10:00:00,96,True,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
512,254,2025-09-30 11:02:00,2025-09-30 12:00:00,90,True,Europe,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
400,204,2025-09-22 10:37:00,2025-09-22 13:00:00,3,True,Domestic,Leisure,Ultra High,Leather,Bulgari Tote,1800,2,3600
654,323,2025-09-10 04:55:00,2025-09-10 07:00:00,63,False,Domestic,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
972,486,2025-09-12 04:51:00,2025-09-12 07:00:00,1,False,Asia,Leisure,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
883,437,2025-09-06 09:10:00,2025-09-06 10:00:00,116,True,Asia,Business,High,Jewelry,Serpenti Ring,6800,1,6800
471,237,2025-09-15 05:29:00,2025-09-15 08:00:00,1,False,Middle East,Business,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
143,70,2025-09-04 14:59:00,2025-09-04 16:00:00,19,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
92,47,2025-09-24 18:19:00,2025-09-24 19:00:00,21,False,Middle East,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
354,179,2025-09-14 17:12:00,2025-09-14 18:00:00,89,False,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
834,411,2025-09-27 04:38:00,2025-09-27 07:00:00,39,True,Middle East,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
800,396,2025-09-03 09:09:00,2025-09-03 11:00:00,20,False,Middle East,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
727,359,2025-09-22 18:27:00,2025-09-22 20:00:00,25,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,2,3600
959,479,2025-09-21 13:42:00,2025-09-21 15:00:00,15,True,Europe,Business,High,Fragrance,Omnia Crystalline,180,2,360
854,424,2025-09-19 17:05:00,2025-09-19 19:00:00,60,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,2,3600
51,23,2025-09-04 11:57:00,2025-09-04 14:00:00,87,True,Domestic,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
665,329,2025-09-06 13:39:00,2025-09-06 15:00:00,99,True,Domestic,Business,High,Fragrance,Le Gemme Tygar,260,2,520
698,342,2025-09-16 05:39:00,2025-09-16 08:00:00,59,False,Asia,Business,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
575,285,2025-09-12 06:32:00,2025-09-12 08:00:00,109,False,Domestic,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
190,94,2025-09-26 08:14:00,2025-09-26 09:00:00,48,True,Europe,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
125,62,2025-09-04 05:49:00,2025-09-04 07:00:00,19,True,Domestic,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
150,73,2025-09-02 14:14:00,2025-09-02 17:00:00,43,True,Asia,Luxury Shopper,Ultra High,Watch,Octo Finissimo,12800,1,12800
314,160,2025-09-03 08:01:00,2025-09-03 10:00:00,118,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
570,282,2025-09-14 19:07:00,2025-09-14 22:00:00,16,True,Europe,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
342,173,2025-09-06 14:22:00,2025-09-06 15:00:00,46,False,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
305,155,2025-09-07 06:30:00,2025-09-07 09:00:00,113,False,Domestic,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
692,339,2025-09-02 15:17:00,2025-09-02 17:00:00,80,True,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
682,335,2025-09-29 04:19:00,2025-09-29 07:00:00,72,True,Asia,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,1,1800
838,413,2025-09-26 10:23:00,2025-09-26 12:00:00,26,True,Domestic,Business,High,Watch,Octo Finissimo,12800,1,12800
783,386,2025-09-01 10:59:00,2025-09-01 13:00:00,93,True,Domestic,Business,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
54,25,2025-09-04 08:55:00,2025-09-04 11:00:00,58,True,Domestic,Leisure,High,Jewelry,B.Zero1 Necklace,5200,1,5200
1003,500,2025-09-30 12:06:00,2025-09-30 14:00:00,115,True,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
444,222,2025-09-14 17:23:00,2025-09-14 19:00:00,102,False,Middle East,Leisure,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
613,302,2025-09-02 05:20:00,2025-09-02 07:00:00,91,True,Asia,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
993,496,2025-09-28 04:28:00,2025-09-28 07:00:00,5,False,Asia,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
264,134,2025-09-24 12:02:00,2025-09-24 15:00:00,40,True,Asia,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
53,24,2025-09-29 14:29:00,2025-09-29 16:00:00,72,False,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
572,284,2025-09-22 16:14:00,2025-09-22 18:00:00,40,False,Asia,Leisure,High,Fragrance,Omnia Crystalline,180,1,180
1004,500,2025-09-30 12:34:00,2025-09-30 14:00:00,115,True,Europe,Leisure,High,Watch,Serpenti Watch,14500,1,14500
620,305,2025-09-12 13:25:00,2025-09-12 14:00:00,2,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
5,3,2025-09-23 19:43:00,2025-09-23 22:00:00,17,True,Europe,Business,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
103,53,2025-09-19 16:30:00,2025-09-19 17:00:00,76,True,Europe,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
196,98,2025-09-27 13:16:00,2025-09-27 14:00:00,33,False,Domestic,Business,High,Fragrance,Le Gemme Tygar,260,1,260
774,381,2025-09-17 11:40:00,2025-09-17 13:00:00,54,True,Domestic,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
877,435,2025-09-09 16:54:00,2025-09-09 18:00:00,63,True,Asia,Leisure,High,Watch,Octo Finissimo,12800,1,12800
992,496,2025-09-28 05:12:00,2025-09-28 07:00:00,5,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
884,438,2025-09-01 19:28:00,2025-09-01 22:00:00,37,True,Asia,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
350,177,2025-09-03 19:00:00,2025-09-03 21:00:00,7,True,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
